name,select
retweeted_status.user.default_profile,FALSE
retweeted_status.user.default_profile_image,FALSE
retweeted_status.user.description,FALSE
retweeted_status.user.favourites_count,FALSE
retweeted_status.user.follow_request_sent,FALSE
retweeted_status.user.followers_count,FALSE
retweeted_status.user.following,FALSE
retweeted_status.user.friends_count,FALSE
retweeted_status.user.geo_enabled,FALSE
retweeted_status.user.id,FALSE
retweeted_status.user.id_str,FALSE
retweeted_status.user.is_translator,FALSE
retweeted_status.user.lang,FALSE
retweeted_status.user.listed_count,FALSE
retweeted_status.user.name,FALSE
retweeted_status.user.notifications,FALSE
retweeted_status.user.profile_background_color,FALSE
retweeted_status.user.profile_background_image_url,FALSE
retweeted_status.user.profile_background_image_url_https,FALSE
retweeted_status.user.profile_background_tile,FALSE
retweeted_status.user.profile_banner_url,FALSE
retweeted_status.user.profile_image_url,FALSE
retweeted_status.user.profile_image_url_https,FALSE
retweeted_status.user.profile_link_color,FALSE
retweeted_status.user.profile_sidebar_border_color,FALSE
retweeted_status.user.profile_sidebar_fill_color,FALSE
retweeted_status.user.profile_text_color,FALSE
retweeted_status.user.profile_use_background_image,FALSE
retweeted_status.user.protected,FALSE
retweeted_status.user.statuses_count,FALSE
retweeted_status.user.url,FALSE
retweeted_status.user.utc_offset,FALSE
retweeted_status.user.verified,FALSE
truncated,FALSE
user.contributors_enabled,FALSE
user.default_profile,FALSE
user.default_profile_image,FALSE
user.follow_request_sent,FALSE
user.followers_count,FALSE
user.following,FALSE
user.id_str,FALSE
user.is_translator,FALSE
user.listed_count,FALSE
user.notifications,FALSE
user.profile_background_color,FALSE
user.profile_background_image_url,FALSE
user.profile_background_image_url_https,FALSE
user.profile_background_tile,FALSE
user.profile_banner_url,FALSE
user.profile_image_url,FALSE
user.profile_image_url_https,FALSE
user.profile_link_color,FALSE
user.profile_sidebar_border_color,FALSE
user.profile_sidebar_fill_color,FALSE
user.profile_text_color,FALSE
user.profile_use_background_image,FALSE
user.protected,FALSE
quoted_status.possibly_sensitive,FALSE
quoted_status.coordinates,TRUE
quoted_status.user.location,TRUE
quoted_status.user.name,FALSE
retweeted_status.coordinates,TRUE
retweeted_status.user.location,TRUE
retweeted_status.user.screen_name,TRUE
retweeted_status.user.time_zone,TRUE
retweeted_status.retweet_count,TRUE
retweeted_status.retweeted,TRUE
retweeted_status.source,TRUE
retweeted_status.text,TRUE
contributors,TRUE
coordinates,TRUE
created_at,TRUE
entities.media,TRUE
entities.user_mentions,TRUE
favorite_count,TRUE
favorited,TRUE
geo,TRUE
id,TRUE
place,TRUE
quoted_status.retweet_count,TRUE
quoted_status.retweeted,TRUE
quoted_status.text,TRUE
quoted_status.user.screen_name,TRUE
retweet_count,TRUE
retweeted,TRUE
source,TRUE
text,TRUE
timestamp_ms,TRUE
user.created_at,TRUE
user.description,TRUE
user.favourites_count,TRUE
user.friends_count,TRUE
user.geo_enabled,TRUE
user.id,TRUE
user.lang,TRUE
user.location,TRUE
user.name,TRUE
user.screen_name,TRUE
user.statuses_count,TRUE
user.time_zone,TRUE
user.url,TRUE
user.utc_offset,TRUE
user.verified,FALSE
